City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
344,Sertaozinho,BR,-21.1378,-47.9903,74.64,72,96,2.24,overcast clouds
345,Mayo,US,38.8876,-76.5119,51.75,96,100,6.91,mist
346,Urubamba,PE,-13.3047,-72.1158,59.9,93,100,4.5,overcast clouds
347,Odienne,CI,9.51,-7.5692,77.49,69,5,2.1,light rain
348,Kodiak,US,57.79,-152.4072,35.11,93,100,12.66,mist
349,Eirunepe,BR,-6.6603,-69.8736,73.38,98,97,1.72,light rain
350,Matara,LK,5.9485,80.5353,81.66,69,55,4.09,broken clouds
351,Rimini,IT,44.0241,12.5186,54.14,43,0,3.44,clear sky
352,Port-Gentil,GA,-0.7193,8.7815,80.87,80,95,7.4,light rain
353,Reconquista,AR,-29.15,-59.65,55.67,64,0,8.08,clear sky
354,Oxbow,CA,49.2333,-102.1676,31.64,80,79,23.06,broken clouds
355,Kijang,KR,35.2442,129.2139,58.41,56,100,8.66,overcast clouds
356,Xuddur,SO,4.1213,43.8894,74.37,78,100,7.81,overcast clouds
357,Mushie,CD,-3.0167,16.9,74.61,75,4,1.59,clear sky
358,Canavieiras,BR,-15.675,-38.9472,73.94,92,10,1.21,clear sky
359,Cam Ranh,VN,11.9214,109.1591,89.56,55,20,5.75,few clouds
360,Rawa Mazowiecka,PL,51.7644,20.2549,41.9,66,6,5.06,clear sky
361,Timmins,CA,48.4669,-81.3331,31.82,93,100,3.44,overcast clouds
362,Warrington,GB,53.3925,-2.5802,49.33,79,20,1.14,few clouds
363,Ambatondrazaka,MG,-17.8333,48.4167,66.51,98,91,1.21,overcast clouds
364,Pandamatenga,BW,-18.5278,25.627,63.86,93,72,3.62,broken clouds
365,Plon,DE,54.1667,10.4167,37.44,85,0,4.07,clear sky
366,Abnub,EG,27.2696,31.1511,48.83,55,0,7.52,clear sky
367,Velsk,RU,61.0701,42.0983,18.01,94,17,3.87,few clouds
368,Teofilo Otoni,BR,-17.8575,-41.5053,67.71,99,41,1.25,scattered clouds
369,Sombrerete,MX,23.6333,-103.65,45.66,16,0,7.78,clear sky
370,Polunochnoye,RU,60.8697,60.4153,17.65,73,11,13.96,few clouds
371,Nehe,CN,48.4833,124.8333,34.75,89,89,10.98,light snow
372,Oktyabrskoye,RU,43.0645,44.7417,28.54,100,100,4.47,light snow
373,Cumaru,BR,-8.0061,-35.6972,70.21,93,100,2.86,overcast clouds
374,Pouebo,NC,-20.4,164.5667,80.67,76,81,5.08,broken clouds
375,Mount Isa,AU,-20.7333,139.5,96.57,21,44,8.05,scattered clouds
376,Nhulunbuy,AU,-12.2333,136.7667,75.81,94,75,12.66,heavy intensity rain
377,Puerto Penasco,MX,31.3167,-113.5333,70.92,42,0,4.0,clear sky
378,Kichera,RU,55.9375,110.0997,24.84,59,100,0.31,overcast clouds
379,Vila,PT,42.0304,-8.1588,52.68,70,97,5.95,overcast clouds
380,Tammisaari,FI,59.9736,23.4339,37.9,93,93,4.18,overcast clouds
381,Awjilah,LY,29.1081,21.2869,49.73,48,0,8.03,clear sky
382,Batemans Bay,AU,-35.7167,150.1833,70.92,88,79,7.02,light rain
383,Dharchula,IN,29.85,80.5333,70.41,15,0,0.34,clear sky
384,Amberley,US,39.2048,-84.428,45.41,65,0,6.91,clear sky
385,Tres De Maio,BR,-27.7733,-54.24,65.98,96,89,8.19,overcast clouds
386,Kenora,CA,49.8167,-94.4337,39.78,51,100,10.0,overcast clouds
387,Yatou,CN,37.15,122.3833,47.88,96,100,10.54,moderate rain
388,Pochutla,MX,15.7432,-96.4661,79.83,83,93,4.16,overcast clouds
389,Chandia,IN,23.65,80.7,90.16,18,50,5.08,scattered clouds
390,Tamale,GH,9.4008,-0.8393,84.29,55,12,6.26,few clouds
391,Talcahuano,CL,-36.7167,-73.1167,54.9,69,1,10.11,clear sky
392,Isangel,VU,-19.55,169.2667,82.42,72,94,13.47,overcast clouds
393,Sobolevo,RU,54.4299,31.8996,20.93,99,51,2.84,broken clouds
394,Kamaishi,JP,39.2667,141.8833,47.37,62,62,3.83,broken clouds
395,Yambio,SS,4.5721,28.3955,70.63,57,80,2.66,broken clouds
396,Villa Carlos Paz,AR,-31.4241,-64.4978,52.9,75,0,3.0,clear sky
397,Alice Springs,AU,-23.7,133.8833,81.95,34,0,12.66,clear sky
398,Catuday,PH,16.2923,119.8062,84.78,65,22,4.0,few clouds
399,Lorengau,PG,-2.0226,147.2712,84.15,70,99,4.32,overcast clouds
400,Abapo,BO,-18.8333,-63.4667,63.48,99,100,3.13,overcast clouds
401,Nyrob,RU,60.733,56.7202,16.88,87,100,12.41,overcast clouds
402,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,90,100,23.76,overcast clouds
403,Maniitsoq,GL,65.4167,-52.9,8.08,70,53,7.76,broken clouds
404,Pangnirtung,CA,66.1451,-65.7125,2.8,99,100,2.15,overcast clouds
405,Waipawa,NZ,-41.4122,175.5153,55.29,96,100,19.37,light rain
406,Imbituba,BR,-28.24,-48.6703,72.82,92,100,4.0,overcast clouds
407,Saint-Joseph,RE,-21.3667,55.6167,73.78,82,16,6.82,few clouds
408,Tumpat,MY,6.1978,102.171,83.7,75,7,4.9,clear sky
409,Obo,CF,5.3998,26.4869,71.73,41,4,2.08,clear sky
410,Kleive,NO,62.7954,7.6359,46.11,93,100,26.46,overcast clouds
411,Deputatskiy,RU,69.3,139.9,4.41,82,36,0.4,scattered clouds
412,Labuhan,ID,-6.8844,112.2051,85.03,71,99,3.44,overcast clouds
413,Hofn,IS,64.2539,-15.2082,36.61,68,100,8.9,overcast clouds
414,Zinapecuaro,MX,19.8667,-100.8167,63.25,22,0,3.67,clear sky
415,Mareeba,AU,-17.0,145.4333,85.44,66,100,4.92,overcast clouds
416,Svetlaya,RU,46.5389,138.3297,36.7,82,95,9.55,overcast clouds
417,Pacific Grove,US,36.6177,-121.9166,55.81,90,100,6.91,overcast clouds
418,Henties Bay,NA,-22.116,14.2845,63.95,89,1,3.96,clear sky
419,Seoul,KR,37.5683,126.9778,56.59,40,100,4.12,overcast clouds
420,Japura,ID,-0.3167,102.35,89.49,61,53,0.67,broken clouds
421,Palmer,US,42.1584,-72.3287,42.62,87,100,9.22,moderate rain
422,Prachuap Khiri Khan,TH,12.2167,99.75,87.69,49,68,3.04,broken clouds
423,Nizwa,OM,22.9333,57.5333,75.94,18,0,2.89,clear sky
424,Lima,PE,-12.0432,-77.0282,72.9,70,10,6.13,clear sky
425,Bandarbeyla,SO,9.4942,50.8122,76.33,72,50,6.58,scattered clouds
426,Yanam,IN,16.7333,82.2167,87.06,61,12,3.15,few clouds
427,Katherine,AU,-14.4667,132.2667,89.92,43,91,3.44,overcast clouds
428,Puerto Colombia,CO,10.9878,-74.9547,78.89,82,96,27.45,overcast clouds
429,Doha,QA,25.2867,51.5333,75.18,38,0,4.61,clear sky
430,Tarakan,ID,3.3,117.6333,81.9,83,40,6.91,moderate rain
431,Baracoa,CU,20.3467,-74.4958,74.86,86,33,5.86,scattered clouds
432,Beni,CD,0.5,29.4667,61.47,82,36,3.42,scattered clouds
433,Kokologo,BF,12.1897,-1.8856,82.51,17,5,5.99,clear sky
434,Payyannur,IN,12.1,75.2,83.7,72,21,2.19,few clouds
435,Rawson,AR,-43.3002,-65.1023,56.88,68,0,6.96,clear sky
436,Daryapur,IN,20.9333,77.3333,91.54,15,18,6.55,few clouds
437,Kaitangata,NZ,-46.2817,169.8464,62.55,53,14,5.5,few clouds
438,Asyut,EG,27.181,31.1837,48.88,53,0,7.92,clear sky
439,Evensk,RU,61.95,159.2333,20.25,83,96,3.62,overcast clouds
440,Puerto Escondido,MX,15.85,-97.0667,81.43,74,20,0.0,few clouds
441,Shimoda,JP,34.6667,138.95,59.11,65,92,9.13,overcast clouds
442,Flinders,AU,-34.5833,150.8552,69.26,78,91,8.97,light rain
443,Aksu,CN,41.1231,80.2644,41.61,78,100,7.02,overcast clouds
444,Bom Jesus,BR,-9.0744,-44.3586,75.29,71,53,1.48,broken clouds
445,Muros,ES,42.7762,-9.0603,49.84,73,7,8.61,clear sky
446,Matamoros,MX,25.5333,-103.25,62.71,12,0,0.0,clear sky
447,Andenes,NO,69.3143,16.1194,28.38,80,0,6.91,clear sky
448,Eureka,US,40.8021,-124.1637,51.21,87,100,1.01,overcast clouds
449,Toamasina,MG,-18.1667,49.3833,75.6,89,57,3.2,broken clouds
450,Korem,ET,12.5058,39.5228,53.55,82,15,2.86,few clouds
451,Lincoln,US,40.8,-96.667,39.16,83,62,1.99,broken clouds
452,Qaqortoq,GL,60.7167,-46.0333,21.9,70,100,6.67,overcast clouds
453,Hamina,FI,60.5697,27.1979,36.68,100,100,3.83,moderate rain
454,Morgan City,US,29.6994,-91.2068,59.02,72,0,9.22,clear sky
455,Pisco,PE,-13.7,-76.2167,66.02,87,1,2.98,clear sky
456,Egvekinot,RU,66.3167,-179.1667,4.68,83,0,1.92,clear sky
457,Dubbo,AU,-32.25,148.6167,77.13,53,40,11.5,scattered clouds
458,Pangai,TO,-19.8,-174.35,80.65,78,100,9.44,light rain
459,Soverato,IT,38.685,16.5499,51.15,67,0,9.22,clear sky
460,Acarau,BR,-2.8856,-40.12,77.41,86,29,6.49,scattered clouds
461,Katsuura,JP,35.1333,140.3,57.29,50,37,8.95,scattered clouds
462,Guasdualito,VE,7.2424,-70.7324,82.13,45,10,3.98,clear sky
463,Finote Selam,ET,10.7,37.2667,61.0,41,0,1.48,clear sky
464,Half Moon Bay,US,37.4636,-122.4286,57.11,84,100,17.27,mist
465,Dogondoutchi,NE,13.6393,4.0287,80.67,14,5,12.93,clear sky
466,Mananjary,MG,-21.2167,48.3333,73.72,91,24,2.98,few clouds
467,Eraniel,IN,8.2,77.3,82.9,69,53,5.57,broken clouds
468,Aransas Pass,US,27.9095,-97.15,64.98,67,0,11.5,clear sky
469,Bemidji,US,47.4736,-94.8803,41.05,91,100,10.36,overcast clouds
470,Soubre,CI,5.7856,-6.6083,74.71,97,56,2.26,broken clouds
471,Pervomayskoye,RU,43.919,46.7102,37.0,90,100,6.64,overcast clouds
472,Balkhash,KZ,46.844,74.9804,30.81,80,0,4.47,clear sky
473,Xifeng,CN,42.7372,124.7222,51.75,40,100,15.77,overcast clouds
474,Itaituba,BR,-4.2761,-55.9836,73.6,99,95,1.92,moderate rain
475,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.55,70,0,4.61,clear sky
476,Horana,LK,6.7166,80.0619,82.69,67,79,2.82,broken clouds
477,Hobyo,SO,5.3505,48.5268,80.98,77,93,5.64,light rain
478,Ambilobe,MG,-13.2,49.05,73.56,95,100,1.92,overcast clouds
479,Da Nang,VN,16.0678,108.2208,87.78,70,40,4.61,scattered clouds
480,Roros,NO,62.5747,11.3842,40.84,65,100,6.91,overcast clouds
481,La Cruz,MX,23.9167,-106.9,66.11,71,1,5.88,clear sky
482,Razdolinsk,RU,58.4211,94.6658,21.16,91,98,3.83,overcast clouds
483,Nuuk,GL,64.1835,-51.7216,20.01,58,20,3.44,few clouds
484,Saint-Raymond,CA,45.467,-73.6095,42.4,83,100,9.71,overcast clouds
485,Araouane,ML,18.9048,-3.5265,77.38,15,16,2.91,few clouds
486,Flin Flon,CA,54.7682,-101.865,19.9,83,100,17.6,overcast clouds
487,Phonhong,LA,18.5007,102.4166,83.66,71,100,2.55,overcast clouds
488,Port Hedland,AU,-20.3167,118.5667,98.65,18,12,18.41,few clouds
489,Santa Cruz,BO,-17.8,-63.1667,71.06,100,75,4.61,thunderstorm with light rain
490,Dengzhou,CN,37.8086,120.7508,46.02,97,100,5.97,light rain
491,Jiaozuo,CN,35.2397,113.2331,52.52,88,100,3.11,moderate rain
492,Vilhena,BR,-12.7406,-60.1458,69.19,97,86,2.66,overcast clouds
493,Cervo,ES,43.6702,-7.4101,50.7,89,54,7.67,broken clouds
494,Biltine,TD,14.5333,20.9167,72.32,15,0,16.82,clear sky
495,Wattegama,LK,6.7989,81.4808,81.63,68,9,3.76,clear sky
496,Inuvik,CA,68.3499,-133.7218,-7.29,92,11,6.8,few clouds
497,Kirovskiy,RU,45.0917,133.5136,36.46,97,100,9.57,overcast clouds
498,Beeville,US,28.4008,-97.7483,68.29,17,0,5.75,clear sky
499,San Isidro,PE,-12.1167,-77.05,74.01,70,0,5.75,clear sky
500,Tual,ID,-5.6667,132.75,81.41,79,100,11.92,moderate rain
501,Aljezur,PT,37.3191,-8.8033,52.05,94,82,7.72,broken clouds
502,Vardo,NO,70.3705,31.1107,27.99,80,100,41.45,overcast clouds
503,Gigmoto,PH,13.7796,124.39,85.26,70,13,10.89,few clouds
504,Yarada,IN,17.65,83.2667,82.72,83,20,4.61,mist
505,Grand-Lahou,CI,5.1367,-5.0242,78.98,92,29,6.46,scattered clouds
506,Elk Point,US,42.6833,-96.6836,37.09,62,55,4.12,broken clouds
507,Puerto El Triunfo,SV,13.2833,-88.55,81.0,77,15,3.22,few clouds
508,Coxim,BR,-18.5067,-54.76,75.7,86,90,2.21,overcast clouds
509,Chapayevka,UA,47.4711,36.3451,33.37,76,0,5.84,clear sky
510,Kinango,KE,-4.1372,39.3153,73.72,97,31,3.78,scattered clouds
511,Saldanha,ZA,-33.0117,17.9442,61.72,87,0,16.58,clear sky
512,Onokhoy,RU,51.932,108.0747,24.55,62,100,2.73,overcast clouds
513,Saravena,CO,6.9538,-71.8752,77.0,60,12,4.07,few clouds
514,Strezhevoy,RU,60.7333,77.5889,18.18,92,100,11.74,overcast clouds
515,Gorontalo,ID,0.5412,123.0595,88.95,58,98,2.57,overcast clouds
516,Tezu,IN,27.9167,96.1667,80.17,38,96,3.15,overcast clouds
517,Walvis Bay,NA,-22.9575,14.5053,59.09,90,64,4.63,broken clouds
518,Dalbandin,PK,28.8947,64.4101,69.3,16,0,5.06,clear sky
519,Anaconda,US,46.1285,-112.9423,47.39,68,95,3.36,overcast clouds
520,Aripuana,BR,-9.1667,-60.6333,73.11,98,100,1.59,overcast clouds
521,Grand Gaube,MU,-20.0064,57.6608,78.39,83,10,3.0,clear sky
522,Madang,PG,-5.2246,145.7966,86.2,66,90,5.59,overcast clouds
523,Aksarka,RU,66.5606,67.7975,5.43,97,100,5.37,overcast clouds
524,Jawhar,SO,2.7809,45.5005,77.36,84,85,7.14,overcast clouds
525,San Andres,CO,12.5847,-81.7006,80.62,74,20,11.5,few clouds
526,Vestmannaeyjar,IS,63.4427,-20.2734,43.12,83,100,16.6,moderate rain
527,Ravar,IR,31.2656,56.8055,68.52,17,0,12.48,clear sky
528,Council Bluffs,US,41.2619,-95.8608,38.41,80,75,0.0,broken clouds
529,Estelle,US,29.8458,-90.1067,63.0,66,20,11.5,few clouds
530,Karhal,IN,27.0003,78.9414,85.48,13,23,4.9,few clouds
531,Pirmasens,DE,49.2015,7.6053,46.06,62,0,4.16,clear sky
532,Marsh Harbour,BS,26.5412,-77.0636,76.05,83,37,20.11,scattered clouds
533,Benghazi,LY,32.1167,20.0667,55.36,63,0,9.51,clear sky
534,Straseni,MD,47.1414,28.6103,40.42,64,56,6.4,broken clouds
535,Pandan,PH,14.0453,124.1694,85.33,70,18,11.97,few clouds
536,Chulakivka,UA,46.3576,32.3514,37.29,62,71,4.68,broken clouds
537,Poplar Bluff,US,36.757,-90.3929,46.18,70,100,5.01,overcast clouds
538,Banjar,ID,-8.19,114.9675,88.14,67,67,2.44,broken clouds
539,Pringsewu,ID,-5.3582,104.9744,86.22,65,99,3.22,overcast clouds
540,San Fernando,PH,15.0286,120.6898,94.87,38,8,9.91,clear sky
541,Aviles,ES,43.5547,-5.9248,52.99,84,100,2.3,overcast clouds
542,Marzuq,YE,14.4,46.4667,67.71,66,60,4.0,broken clouds
543,Whitehorse,CA,60.7161,-135.0538,27.48,93,100,3.91,overcast clouds
544,Nauta,PE,-4.5061,-73.5757,73.85,97,96,0.38,overcast clouds
545,Esil,KZ,51.9556,66.4042,31.44,89,100,14.74,overcast clouds
546,Stepnyak,KZ,52.8339,70.7803,29.23,88,100,15.99,overcast clouds
547,Banda Aceh,ID,5.5577,95.3222,83.57,70,78,1.12,broken clouds
548,Panama City,PA,8.9936,-79.5197,79.14,74,20,10.36,few clouds
549,Mpanda,TZ,-6.3655,31.0409,62.71,96,42,1.05,scattered clouds
550,Nguru,NG,12.8791,10.4526,72.97,17,27,10.65,scattered clouds
551,Pedasi,PA,7.5333,-80.0333,75.07,78,17,17.49,few clouds
552,Hecun,CN,36.5333,114.1111,50.61,81,100,10.78,light rain
553,Jijiga,ET,9.35,42.8,63.95,81,20,6.31,few clouds
554,Kawalu,ID,-7.3817,108.2082,86.23,64,53,2.46,broken clouds
555,Krasnokamensk,RU,50.0979,118.0369,34.88,40,93,4.03,overcast clouds
556,Bahia Honda,CU,22.9036,-83.1592,75.94,79,100,1.74,light rain
557,San Gavino Monreale,IT,39.5514,8.7917,54.73,87,9,5.28,clear sky
558,Thongwa,MM,16.7619,96.5278,82.56,50,43,5.44,scattered clouds
559,Labrea,BR,-7.2586,-64.7981,74.88,93,86,2.01,overcast clouds
560,Axim,GH,4.8699,-2.2405,79.2,86,84,4.16,broken clouds
561,Kasama,ZM,-10.2129,31.1808,60.17,97,79,2.64,broken clouds
562,Touros,BR,-5.1989,-35.4608,77.85,87,94,7.29,overcast clouds
563,Santa Maria,BR,-29.6842,-53.8069,63.03,69,98,9.73,overcast clouds
564,Mandalgovi,MN,45.7625,106.2708,26.65,36,3,17.25,clear sky
565,Bisira,PA,8.5196,-81.7115,58.57,94,60,6.98,broken clouds
566,Churapcha,RU,62.0025,132.4325,25.27,91,100,4.34,light snow
567,Chapais,CA,49.7834,-74.8492,29.98,98,100,10.02,snow
568,Calvia,ES,39.5657,2.5062,56.91,76,100,13.09,overcast clouds
569,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.03,79,85,1.99,overcast clouds
570,Shenjiamen,CN,29.9576,122.298,58.93,97,100,30.29,light rain
571,Manaus,BR,-3.1019,-60.025,75.7,94,0,3.44,clear sky
572,Lumeje,AO,-11.55,20.7833,63.99,93,39,4.09,scattered clouds
573,Khushab,PK,32.2967,72.3525,79.14,22,0,2.35,clear sky
574,Vanimo,PG,-2.6741,141.3028,83.71,75,100,6.55,overcast clouds
575,Shache,CN,38.4167,77.2406,51.71,31,40,7.58,scattered clouds
576,Nanortalik,GL,60.1432,-45.2371,26.62,69,100,4.94,overcast clouds
577,Kasongo-Lunda,CD,-6.4667,16.8167,67.3,98,25,1.36,scattered clouds
578,Swan River,CA,52.1058,-101.2676,26.64,80,100,20.22,overcast clouds
579,Santa Cecilia,BR,-26.9608,-50.4269,57.36,98,99,2.46,overcast clouds
580,Qostanay,KZ,53.1667,63.5833,16.09,92,0,8.95,clear sky
581,Aitape,PG,-3.1374,142.3475,86.16,67,100,6.53,overcast clouds
582,Yalta,UA,44.5,34.1667,39.47,61,0,2.95,clear sky
583,Pathein,MM,16.7833,94.7333,86.13,55,57,7.23,broken clouds
584,Viedma,AR,-40.8135,-62.9967,58.1,65,100,19.73,overcast clouds
585,Sai Buri,TH,6.7013,101.6168,81.97,75,4,5.61,clear sky
586,Novo Aripuana,BR,-5.1206,-60.3797,73.81,96,100,2.17,overcast clouds
587,Saint-Augustin,CA,51.226,-58.6502,15.67,92,100,4.88,overcast clouds
588,Sola,VU,-13.8833,167.55,82.94,72,72,11.36,broken clouds
589,Kitami,JP,43.8031,143.8908,40.28,69,80,2.73,broken clouds
590,Whitecourt,CA,54.1502,-115.6855,29.26,80,4,1.19,clear sky
591,Atar,MR,20.5169,-13.0499,64.27,32,0,9.8,clear sky
592,Manuk Mangkaw,PH,4.8,119.85,83.17,70,90,2.53,moderate rain
593,Aguimes,ES,27.9054,-15.4461,56.66,63,20,3.44,few clouds
594,Nkhotakota,MW,-12.9274,34.2961,71.56,85,96,2.35,overcast clouds
595,Emmaus,US,40.5395,-75.4968,45.75,96,100,8.05,moderate rain
596,Ca Mau,VN,9.1769,105.15,90.9,52,15,8.39,few clouds
597,San,ML,13.3034,-4.8956,90.21,14,99,6.96,overcast clouds
598,Omboue,GA,-1.5746,9.2618,78.17,89,75,3.65,light rain
599,Lebyazhye,RU,55.2689,66.4947,29.73,94,100,14.09,overcast clouds
600,Alyangula,AU,-13.8483,136.4192,85.87,65,64,11.52,broken clouds
601,Itoman,JP,26.1247,127.6694,75.22,64,75,23.02,light rain
602,Harper,LR,4.375,-7.7169,79.16,88,19,3.69,few clouds
603,Paramonga,PE,-10.6667,-77.8333,70.57,82,98,7.92,overcast clouds
604,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.14,85,1,12.21,clear sky
605,Karatau,KZ,43.1667,70.4667,36.64,90,95,7.45,overcast clouds
606,Akyab,MM,20.15,92.9,81.25,71,7,3.13,clear sky
607,Taltal,CL,-25.4,-70.4833,65.23,79,3,3.31,clear sky
608,Gimli,CA,50.6336,-96.9907,33.3,96,100,24.96,light snow
609,Dombarovskiy,RU,50.7587,59.5386,22.46,97,99,13.18,overcast clouds
610,Faya,SA,18.3851,42.4509,46.92,22,1,0.63,clear sky
611,Sao Mateus Do Sul,BR,-25.8742,-50.3828,62.15,99,97,3.27,overcast clouds
612,Port Augusta,AU,-32.5,137.7667,73.85,32,0,10.78,clear sky
613,Najran,SA,17.4924,44.1277,68.18,38,0,4.03,clear sky
614,Kutum,SD,14.2,24.6667,57.47,22,12,8.32,few clouds
615,Bhinga,IN,27.7167,81.9333,85.15,12,3,4.52,clear sky
616,Bouca,CF,6.5105,18.2733,75.04,70,100,8.19,overcast clouds
617,Codrington,AU,-38.2667,141.9667,67.69,49,20,10.38,few clouds
618,Bardsir,IR,29.9227,56.5743,54.81,25,0,7.99,clear sky
619,Maceio,BR,-9.6658,-35.7353,74.64,94,20,0.0,few clouds
620,Ostrovnoy,RU,68.0531,39.5131,18.19,72,100,29.95,overcast clouds
621,Timoteo,BR,-19.5825,-42.6444,67.87,96,4,1.63,clear sky
622,Treinta Y Tres,UY,-33.2333,-54.3833,51.85,77,12,8.28,few clouds
623,Xichang,CN,27.8964,102.2634,69.13,46,15,3.09,few clouds
624,Kununurra,AU,-15.7667,128.7333,93.18,49,54,6.91,broken clouds
625,Les Cayes,HT,18.2,-73.75,75.54,78,12,5.28,few clouds
626,Cumra,TR,37.5732,32.7745,26.74,79,73,3.04,broken clouds
627,Shellbrook,CA,53.2168,-106.4011,25.81,81,42,14.41,scattered clouds
628,Maningrida,AU,-12.0667,134.2667,86.45,61,98,5.41,overcast clouds
629,Isla Vista,US,34.4133,-119.861,69.98,72,0,3.44,clear sky
630,Olga,RU,43.7444,135.2892,37.94,94,100,7.49,overcast clouds
631,Anahuac,MX,27.2333,-100.15,69.4,11,0,8.57,clear sky
632,Moratuwa,LK,6.773,79.8816,82.36,68,65,4.59,broken clouds
633,Salme,NP,28.0369,85.0942,59.29,16,0,4.5,clear sky
634,Kamen-Na-Obi,RU,53.7884,81.3423,17.89,94,94,9.8,overcast clouds
635,Kungurtug,RU,50.5994,97.5228,15.31,69,100,3.31,overcast clouds
636,Gamba,GA,-2.65,10.0,77.74,91,87,4.7,moderate rain
637,Scarborough,GB,54.2797,-0.4044,51.66,66,87,3.0,overcast clouds
638,Kourou,GF,5.1552,-52.6478,80.11,92,91,10.42,light rain
639,Roald,NO,62.5833,6.1333,50.76,93,100,26.46,mist
640,Kambove,CD,-10.8764,26.5969,59.65,95,63,2.04,broken clouds
641,Ewa Beach,US,21.3156,-158.0072,80.55,56,40,13.8,scattered clouds
642,Miranda De Ebro,ES,42.6865,-2.947,48.15,96,100,3.06,overcast clouds
643,Haines Junction,CA,60.7522,-137.5108,29.01,95,100,2.01,overcast clouds
644,Rundu,NA,-17.9333,19.7667,65.48,97,99,5.5,moderate rain
645,Robore,BO,-18.3333,-59.75,73.99,92,100,3.09,moderate rain
646,Tobol,KZ,52.6844,62.5794,29.88,84,71,13.67,broken clouds
647,Basco,PH,20.4487,121.9702,79.02,84,68,18.75,broken clouds
648,Amapa,BR,1.0,-52.0,71.98,100,100,1.1,light rain
649,Lahad Datu,MY,5.0268,118.327,86.99,62,53,2.48,broken clouds
650,Bubaque,GW,11.2833,-15.8333,75.38,70,0,13.8,clear sky
651,Dabakala,CI,8.3667,-4.4333,77.81,79,14,5.93,few clouds
652,Gubkinskiy,RU,64.434,76.5026,13.8,93,100,11.54,overcast clouds
653,Sayyan,YE,15.1718,44.3244,59.11,53,6,3.33,clear sky
654,Tunceli,TR,39.1083,39.5471,26.94,77,82,4.97,broken clouds
655,Honiara,SB,-9.4333,159.95,82.94,80,82,3.51,broken clouds
656,Glendive,US,47.1053,-104.7125,38.82,50,0,14.97,clear sky
657,Kaeo,NZ,-35.1,173.7833,72.32,77,15,14.61,few clouds
658,Calvinia,ZA,-31.4707,19.776,58.28,75,0,3.36,clear sky
659,Bacungan,PH,9.9106,118.7022,87.08,65,79,7.52,broken clouds
660,Tuy Hoa,VN,13.0833,109.3,87.69,61,32,5.75,scattered clouds
661,Mahibadhoo,MV,3.7833,72.9667,82.81,66,98,13.18,overcast clouds
662,Karmala,IN,18.4167,75.2,86.72,25,37,11.16,scattered clouds
663,Wolgast,DE,54.05,13.7667,36.86,77,0,6.78,clear sky
664,High Level,CA,58.5169,-117.136,8.6,95,73,3.38,broken clouds
665,Paamiut,GL,61.994,-49.6678,12.74,71,1,7.43,clear sky
666,Todos Santos,MX,23.45,-110.2167,71.31,76,97,6.42,overcast clouds
667,Saint Albans,GB,51.75,-0.3333,43.72,66,1,3.44,clear sky
668,Pittsfield,US,42.4501,-73.2454,41.29,83,100,6.91,overcast clouds
669,Porto Novo,BJ,6.4965,2.6036,81.23,81,91,6.6,overcast clouds
670,Olimpia,BR,-20.7372,-48.9147,77.83,66,100,4.25,overcast clouds
671,Bogatoye,RU,53.0601,51.3325,32.45,92,100,7.31,overcast clouds
672,Myitkyina,MM,25.3833,97.4,82.67,47,77,0.22,broken clouds
673,Skjervoy,NO,70.0311,20.9714,26.6,72,100,2.55,light snow
674,Imbituva,BR,-25.23,-50.6044,63.12,100,100,1.88,overcast clouds
675,Male,MV,4.1748,73.5089,82.81,65,42,11.97,scattered clouds
676,Pirai Do Sul,BR,-24.5261,-49.9486,63.99,99,100,2.55,light rain
677,Smithers,CA,54.7804,-127.1743,35.46,78,100,0.78,overcast clouds
678,Pangkalanbuun,ID,-2.6833,111.6167,84.72,78,94,1.52,overcast clouds
679,Grahamstown,ZA,-33.3042,26.5328,59.07,90,99,10.96,light rain
680,Ocampo,MX,21.65,-101.5,50.59,20,0,7.14,clear sky
681,Port Blair,IN,11.6667,92.75,84.29,64,80,1.99,broken clouds
682,Vinh,VN,18.6667,105.6667,83.98,69,100,1.39,overcast clouds
683,Kalabo,ZM,-14.97,22.6814,64.45,96,100,1.63,overcast clouds
684,Rocha,UY,-34.4833,-54.3333,51.87,75,34,5.66,scattered clouds
685,Keetmanshoop,NA,-26.5833,18.1333,68.47,47,24,2.08,few clouds
686,Nettuno,IT,41.4826,12.679,52.48,53,0,4.88,clear sky
687,Richards Bay,ZA,-28.783,32.0377,69.89,90,60,6.55,broken clouds
688,Ritchie,ZA,-29.038,24.6028,62.24,58,50,4.7,scattered clouds
689,Albox,ES,37.3886,-2.1495,56.32,98,100,19.17,light rain
690,Norilsk,RU,69.3535,88.2027,11.43,92,98,9.19,overcast clouds
691,Fayaoue,NC,-20.65,166.5333,80.87,69,95,12.44,overcast clouds
692,Aswan,EG,24.0934,32.907,52.41,32,0,9.93,clear sky
693,Ha Tinh,VN,18.3333,105.9,87.04,63,100,3.02,overcast clouds
694,Krasnovishersk,RU,60.4078,57.082,17.69,88,100,11.16,overcast clouds
695,Barda,AZ,40.3744,47.1267,31.28,74,100,4.92,overcast clouds
